level_0,index,text,labels
902,926,صحه اصابه 69 حاله جديده وتسجيل 180 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو ليصبح اجمالي عدد حال 410 631 حاله,A
903,928,103 اصاب جديده ب فيروس كورو في سعوديه و 6 وفي 178 5 83,A
904,929,وزاره صحه تعلن تسجيل 103 اصابه جديده ب فيروس كورو 195 حاله تعافي جديده 6 حال وفاه جديده سعوديه,A
905,930,وزاره صحه تعلن تسجيل 103 حال اصابه جديده ب فيروس كورو وتعافي 195 حاله منطقه رياض تسجل خميس اكثر عدد اصاب ب34 حاله 2 4,A
906,931,عاجل صحه 6 وفي و 1512 مصابا جديدا ب فيروس كورو في قطاع غزه خلال ال24 ساعه ماضيه,A
907,932,عاجل 399 اصابه جديده ب فيروس كورو و13 وفاه 4,A
908,933,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 3,A
909,934,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 24 8,A
910,935,وزاره صحه 66 اصابه جديده وتسجيل 188 حاله شفاء و حاله وفاه جديده ب فيروس كوفيد19 خلال ساع ال24 ماضيه كويت كوفيد19 19,A
911,936,وزاره صحه تاكيد 66 حاله جديده تسجيل 188 حاله شفاء 1 حاله وفاه جديده ب فيروس كورو اجمالي عدد حال مصابه 410 562 حاله 9 9,A
912,937,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 4,A
913,938,بسبب اشتباه في اصابت ب فيروس كورو ياب تحتجز 5 لاعب ومدير منتخب كويت طاءره احتجزت سلط صحيه يابانيه 5 لاعب ومدير منتخب كويت في كره طاءره محمد بلوشي بعيد وصول الي طوكيو اربعاء وذلك بسبب اشتباه في اصابت بفيروس كورو 3,A
914,939,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله كورو كويت 0 9,A
915,940,صحه تاكيد 66 حاله جديده تسجيل 188 حاله شفاء 1 حاله وفاه جديده ب فيروس كورو ليصبح اجمالي عدد حال 410 562 حاله 7,A
916,941,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله,A
917,942,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 4 9,A
918,943,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 5,A
919,944,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 78,A
920,945,وزاره صحه تعلن عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 35,A
921,947,بسبب اشتباه في اصابت ب فيروس كورو ياب تحتجز 5 لاعب ومدير منتخب كويت طاءره 2 9 5 13,A
922,948,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 9,A
923,949,وزاره صحه 66 اصابه جديده وتسجيل 188 حاله شفاء و حاله وفاه جديده ب فيروس كوفيد19 خلال ساع ال24 ماضيه كويت كوفيد19 19 وزاره اعلام اخبار 5,A
924,950,وزاره صحه 66 حاله جديده وتسجيل 188حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو 55,A
925,951,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 9,A
926,952,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 0 7,A
927,953,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 4 8,A
928,954,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 2,A
929,956,وزاره صحه تعلن عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 0,A
930,957,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 2 4 3,A
931,958,حدث تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 0 76,A
932,959,وزاره صحه تاكيد 66 حاله جديده تسجيل 188 حاله شفاء 1 حاله وفاه جديده ب فيروس كورو اجمالي عدد حال مصابه 410 562 حاله 22,A
933,960,وزاره صحه تاكيد 66 حاله جديده تسجيل 188 حاله شفاء 1 حاله وفاه جديده ب فيروس كورو اجمالي عدد حال مصابه 410 562 حاله,A
934,961,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 1,A
935,962,وزاره صحه تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد كويت 1 6,A
936,963,صحه تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 4 08,A
937,964,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 8 6,A
938,965,وزاره صحه تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد اجمالي عدد حال 410 562 حاله كويت كورو كويت 34 7,A
939,966,تعلن وزاره صحه عن تاكيد 66 حاله جديده ليصبح اجمالي عدد حال 410 562 حاله تسجيل 188 حاله شفاء 1 حاله وفاه جديده ب فيروس كورو مستجد 19 كويت وزاره داخليه كورو 2,A
940,967,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله تاسعه 78,A
941,968,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 2,A
942,969,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله سلطه رابعه 5 8,A
943,971,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله صفوه 8 9,A
944,972,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 9 7,A
945,973,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 2 7,A
946,974,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله سادسه 2,A
947,975,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله صدي 8 4,A
948,976,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله كويت شارع صحافه 0 4,A
949,977,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله هوت لاين 3,A
950,978,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 8,A
951,979,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله شعله 0,A
952,980,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله بيداء 24,A
953,981,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله اصحاب همم 7 9,A
954,982,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله لايف جهره 8 1951,A
955,983,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله فجر جديد 9,A
956,984,وزاره صحه ولله حمد تسجل ادني اقل عدد اصاب 66 حاله منذ اكثر من سنه ب كورو و38 حاله في عنايه مركزه وتسجيل 188 حاله شفاء وحاله وفاه جديده ب فيروس كورو مستجد 19 كويت 3,A
957,985,تعلن وزاره صحه عن تاكيد 66 حاله جديده وتسجيل 188 حاله شفاء و 1 حاله وفاه جديده ب فيروس كورو مستجد 19 ليصبح اجمالي عدد حال 410 562 حاله 16 78 9,A
